P10_001N,P10_002N,P10_003N,P10_004N,P10_005N,P10_006N,P10_007N,P10_008N,P10_009N,state,county,tract,block
0,0,0,0,0,0,0,0,0,42,101,014202,3003
0,0,0,0,0,0,0,0,0,42,101,014202,3004
0,0,0,0,0,0,0,0,0,42,101,014300,1000
0,0,0,0,0,0,0,0,0,42,101,014300,1001
0,0,0,0,0,0,0,0,0,42,101,014300,1002
0,0,0,0,0,0,0,0,0,42,101,014300,1003
0,0,0,0,0,0,0,0,0,42,101,014300,1004
0,0,0,0,0,0,0,0,0,42,101,014300,1005
0,0,0,0,0,0,0,0,0,42,101,014300,1006
0,0,0,0,0,0,0,0,0,42,101,014300,1007
0,0,0,0,0,0,0,0,0,42,101,014300,1008
0,0,0,0,0,0,0,0,0,42,101,014300,1009
0,0,0,0,0,0,0,0,0,42,101,014300,1010
0,0,0,0,0,0,0,0,0,42,101,014300,1011
0,0,0,0,0,0,0,0,0,42,101,014300,1012
32,30,1,24,0,0,0,5,2,42,101,015200,1026
16,10,0,10,0,0,0,0,6,42,101,015200,1023
5,1,0,0,0,1,0,0,4,42,101,015200,1024
49,47,5,42,0,0,0,0,2,42,101,015200,1025
46,46,6,38,0,0,0,2,0,42,101,015200,1027
103,100,0,92,0,2,0,6,3,42,101,015200,1028
31,31,4,27,0,0,0,0,0,42,101,015200,1029
34,33,3,29,1,0,0,0,1,42,101,015200,1030
88,86,0,77,0,6,0,3,2,42,101,015200,2000
35,33,3,30,0,0,0,0,2,42,101,015200,2001
44,41,0,40,1,0,0,0,3,42,101,015200,2002
112,112,12,99,0,0,0,1,0,42,101,015200,2003
2,2,2,0,0,0,0,0,0,42,101,000404,1001
189,179,105,22,2,50,0,0,10,42,101,000403,2004
392,371,284,20,0,61,0,6,21,42,101,000403,2005
0,0,0,0,0,0,0,0,0,42,101,000404,1000
8,6,0,0,4,2,0,0,2,42,101,000404,1002
740,723,662,16,0,40,0,5,17,42,101,000404,1003
117,102,58,9,0,31,0,4,15,42,101,000404,1004
0,0,0,0,0,0,0,0,0,42,101,000404,1005
66,64,61,0,0,3,0,0,2,42,101,000404,1006
6,1,0,0,0,0,0,1,5,42,101,000404,1007
88,85,59,1,0,24,0,1,3,42,101,000404,1008
386,359,270,17,0,72,0,0,27,42,101,000404,2000
727,714,670,20,0,24,0,0,13,42,101,000404,2001
467,456,407,20,0,22,0,7,11,42,101,000404,2002
415,382,280,13,0,88,0,1,33,42,101,000404,2003
0,0,0,0,0,0,0,0,0,42,101,000404,3000
2,1,0,1,0,0,0,0,1,42,101,000404,3001
683,648,503,21,0,109,0,15,35,42,101,000404,3002
0,0,0,0,0,0,0,0,0,42,101,000404,3003
6,4,0,1,0,0,0,3,2,42,101,000404,3004
38,35,4,31,0,0,0,0,3,42,101,009500,2006
89,85,1,80,4,0,0,0,4,42,101,009500,2003
36,33,0,31,2,0,0,0,3,42,101,009500,2004
38,37,0,36,1,0,0,0,1,42,101,009500,2005
54,52,0,50,0,0,0,2,2,42,101,009500,2007
91,86,1,85,0,0,0,0,5,42,101,009500,2008
66,66,4,56,0,0,0,6,0,42,101,009500,2009
0,0,0,0,0,0,0,0,0,42,101,009500,2010
128,117,4,111,2,0,0,0,11,42,101,009500,3000
90,77,0,74,0,0,0,3,13,42,101,009500,3001
55,52,0,51,1,0,0,0,3,42,101,009500,3002
19,12,0,12,0,0,0,0,7,42,101,009500,3003
70,69,0,69,0,0,0,0,1,42,101,009500,3004
88,86,0,82,0,1,0,3,2,42,101,009500,3005
72,71,0,71,0,0,0,0,1,42,101,009500,3006
98,98,0,93,2,3,0,0,0,42,101,009500,3007
46,44,3,36,0,5,0,0,2,42,101,009500,3008
57,54,0,54,0,0,0,0,3,42,101,009500,3009
52,51,0,51,0,0,0,0,1,42,101,009500,3010
0,0,0,0,0,0,0,0,0,42,101,009500,3011
27,26,0,24,1,0,0,1,1,42,101,009500,3012
57,53,0,53,0,0,0,0,4,42,101,009500,3013
58,54,0,53,0,0,0,1,4,42,101,009500,3014
46,46,0,44,0,0,0,2,0,42,101,009500,3015
76,75,0,73,0,0,0,2,1,42,101,009500,3016
72,71,0,68,3,0,0,0,1,42,101,009500,3017
62,60,0,60,0,0,0,0,2,42,101,009500,3018
52,49,0,46,0,0,0,3,3,42,101,009500,3019
49,49,0,49,0,0,0,0,0,42,101,009500,3020
61,58,0,54,0,1,0,3,3,42,101,009600,1000
83,81,0,75,0,0,0,6,2,42,101,009600,1001
111,109,0,100,0,0,0,9,2,42,101,009600,1002
72,66,2,64,0,0,0,0,6,42,101,009600,1003
107,103,0,94,0,0,0,9,4,42,101,009600,1004
120,120,2,115,0,1,0,2,0,42,101,009600,1005
20,15,15,0,0,0,0,0,5,42,101,023100,1029
18,18,18,0,0,0,0,0,0,42,101,023100,1026
21,20,19,0,0,1,0,0,1,42,101,023100,1027
25,25,25,0,0,0,0,0,0,42,101,023100,1028
169,162,113,22,0,27,0,0,7,42,101,000500,1000
10,8,0,4,0,0,0,4,2,42,101,000500,1001
146,133,93,34,0,2,0,4,13,42,101,025600,3005
115,109,81,19,0,4,0,5,6,42,101,025600,3006
220,213,143,52,0,18,0,0,7,42,101,025700,1000
61,60,53,2,0,4,0,1,1,42,101,025700,1001
74,68,61,5,0,2,0,0,6,42,101,021000,3002
77,73,63,4,0,3,0,3,4,42,101,021000,3003
103,96,83,8,0,4,0,1,7,42,101,021000,3004
57,55,48,5,0,2,0,0,2,42,101,021000,3005
98,98,96,0,0,2,0,0,0,42,101,021000,3006
99,93,80,5,0,4,0,4,6,42,101,021000,3007
143,136,134,0,0,2,0,0,7,42,101,021000,3008
27,24,24,0,0,0,0,0,3,42,101,021000,3009
24,24,22,0,0,0,0,2,0,42,101,021000,3010
24,18,16,2,0,0,0,0,6,42,101,021000,4000
0,0,0,0,0,0,0,0,0,42,101,021000,4001
33,30,22,0,0,7,0,1,3,42,101,021000,4002
27,26,24,0,0,0,0,2,1,42,101,021000,4003
45,38,29,9,0,0,0,0,7,42,101,021000,4004
2,2,0,0,0,0,0,2,0,42,101,021000,4005
14,14,13,1,0,0,0,0,0,42,101,021000,4006
74,68,62,6,0,0,0,0,6,42,101,021000,4007
69,69,59,9,0,1,0,0,0,42,101,021000,4008
73,68,56,9,0,3,0,0,5,42,101,021000,4009
57,56,28,28,0,0,0,0,1,42,101,025600,1005
62,57,11,42,0,3,0,1,5,42,101,025600,1002
28,28,11,14,0,3,0,0,0,42,101,025600,1003
119,118,29,83,0,2,0,4,1,42,101,025600,1004
61,58,21,37,0,0,0,0,3,42,101,025600,1006
82,79,27,51,0,1,0,0,3,42,101,025600,1007
55,53,28,25,0,0,0,0,2,42,101,025600,1008
131,129,82,45,0,0,0,2,2,42,101,025600,1009
71,67,57,10,0,0,0,0,4,42,101,025600,1010
17,14,14,0,0,0,0,0,3,42,101,025600,1011
67,64,32,32,0,0,0,0,3,42,101,025600,1012
53,52,51,1,0,0,0,0,1,42,101,025600,1013
129,128,34,87,1,6,0,0,1,42,101,025600,2000
48,47,30,15,0,0,0,2,1,42,101,025600,2001
29,26,17,9,0,0,0,0,3,42,101,025600,2002
32,30,13,14,0,1,0,2,2,42,101,025600,2003
46,39,21,18,0,0,0,0,7,42,101,025600,2004
201,195,108,82,1,0,0,4,6,42,101,025600,2005
90,79,45,24,0,9,1,0,11,42,101,025600,2006
42,37,24,11,0,0,0,2,5,42,101,025600,2007
70,67,32,30,1,2,0,2,3,42,101,025600,3000
35,33,18,15,0,0,0,0,2,42,101,025600,3001
72,65,51,9,0,3,0,2,7,42,101,025600,3002
209,198,75,117,1,2,0,3,11,42,101,025600,3003
81,75,56,19,0,0,0,0,6,42,101,025600,3004
39,38,1,37,0,0,0,0,1,42,101,015200,2004
49,49,1,44,0,0,0,4,0,42,101,015200,2005
27,25,0,25,0,0,0,0,2,42,101,015200,2006
99,95,6,89,0,0,0,0,4,42,101,015200,2007
48,44,2,40,0,1,0,1,4,42,101,015200,2008
58,52,5,44,0,3,0,0,6,42,101,015200,2009
26,22,0,21,0,0,0,1,4,42,101,015200,2010
26,25,1,17,0,0,0,7,1,42,101,015200,2011
20,19,7,12,0,0,0,0,1,42,101,015200,2012
63,62,0,62,0,0,0,0,1,42,101,015200,2013
80,72,1,66,0,0,0,5,8,42,101,015200,2014
74,74,0,74,0,0,0,0,0,42,101,015200,2015
44,42,3,38,0,0,0,1,2,42,101,015200,2016
0,0,0,0,0,0,0,0,0,42,101,015200,3000
0,0,0,0,0,0,0,0,0,42,101,015200,3001
0,0,0,0,0,0,0,0,0,42,101,015200,3002
0,0,0,0,0,0,0,0,0,42,101,015200,3003
0,0,0,0,0,0,0,0,0,42,101,015200,3004
121,118,2,106,3,2,0,5,3,42,101,015200,3005
331,322,0,309,0,0,0,13,9,42,101,015200,3006
57,55,1,53,1,0,0,0,2,42,101,015200,3007
60,57,0,57,0,0,0,0,3,42,101,015200,3008
45,42,0,41,0,0,0,1,3,42,101,015200,3009
84,75,2,47,1,0,0,25,9,42,101,016400,3014
58,49,0,39,0,0,0,10,9,42,101,016400,3011
98,97,1,70,0,0,0,26,1,42,101,016400,3012
96,80,3,28,9,0,0,40,16,42,101,016400,3013
102,79,17,34,0,0,0,28,23,42,101,016400,4000
102,85,7,24,3,0,0,51,17,42,101,016400,4001
48,43,4,19,0,2,0,18,5,42,101,016400,4002
24,22,3,11,0,0,0,8,2,42,101,016400,4003
47,46,0,30,0,0,0,16,1,42,101,016400,4004
34,32,1,18,2,0,0,11,2,42,101,016400,4005
23,21,0,17,0,0,0,4,2,42,101,016400,4006
0,0,0,0,0,0,0,0,0,42,101,016400,4007
0,0,0,0,0,0,0,0,0,42,101,016400,4008
0,0,0,0,0,0,0,0,0,42,101,016400,4009
17,12,1,1,0,0,0,10,5,42,101,016400,4010
69,66,10,27,0,0,0,29,3,42,101,016400,4011
78,67,3,52,0,0,0,12,11,42,101,016400,4012
7,3,1,0,0,1,1,0,4,42,101,016400,4013
107,97,9,48,0,0,0,40,10,42,101,016400,4014
39,37,4,23,0,0,0,10,2,42,101,016400,4015
35,34,0,15,0,0,0,19,1,42,101,016400,4016
0,0,0,0,0,0,0,0,0,42,101,016500,1000
9,8,0,5,2,1,0,0,1,42,101,016500,1001
15,15,0,5,0,0,0,10,0,42,101,016500,1002
12,11,3,3,0,0,0,5,1,42,101,016500,1003
0,0,0,0,0,0,0,0,0,42,101,000500,1002
0,0,0,0,0,0,0,0,0,42,101,000500,1003
28,28,15,10,0,0,0,3,0,42,101,000500,1004
0,0,0,0,0,0,0,0,0,42,101,000500,1005
0,0,0,0,0,0,0,0,0,42,101,000500,1006
8,8,1,7,0,0,0,0,0,42,101,000500,1007
9,9,2,5,0,0,0,2,0,42,101,000500,1008
102,101,36,57,1,6,0,1,1,42,101,000500,1009
460,443,273,73,0,89,0,8,17,42,101,000500,1010
1,1,0,1,0,0,0,0,0,42,101,000500,1011
0,0,0,0,0,0,0,0,0,42,101,000500,1012
33,33,12,20,1,0,0,0,0,42,101,000500,2000
84,74,52,13,0,8,0,1,10,42,101,000500,3000
0,0,0,0,0,0,0,0,0,42,101,000102,1007
0,0,0,0,0,0,0,0,0,42,101,000102,1004
0,0,0,0,0,0,0,0,0,42,101,000102,1005
0,0,0,0,0,0,0,0,0,42,101,000102,1006
23,23,16,5,0,0,0,2,0,42,101,000102,1008
0,0,0,0,0,0,0,0,0,42,101,000102,1009
45,42,30,7,0,5,0,0,3,42,101,000102,1010
39,36,28,0,0,8,0,0,3,42,101,000102,1011
190,184,163,0,0,19,0,2,6,42,101,000102,1012
0,0,0,0,0,0,0,0,0,42,101,000102,1013
87,86,86,0,0,0,0,0,1,42,101,000102,1014
52,52,44,4,2,2,0,0,0,42,101,000102,1015
79,73,59,4,0,9,0,1,6,42,101,000102,1016
46,36,24,4,0,4,0,4,10,42,101,000102,1017
68,62,56,0,0,6,0,0,6,42,101,000102,1018
81,71,61,0,0,9,0,1,10,42,101,000102,1019
230,224,198,9,1,15,0,1,6,42,101,000102,1020
57,44,31,4,0,4,0,5,13,42,101,000102,1021
210,199,166,8,0,15,0,10,11,42,101,000102,1022
34,34,25,5,0,3,1,0,0,42,101,000102,1023
9,7,6,0,0,1,0,0,2,42,101,000102,1024
0,0,0,0,0,0,0,0,0,42,101,000102,1025
44,43,36,7,0,0,0,0,1,42,101,000102,1026
6,3,3,0,0,0,0,0,3,42,101,000102,1027
0,0,0,0,0,0,0,0,0,42,101,000102,2000
0,0,0,0,0,0,0,0,0,42,101,000102,2001
3,3,3,0,0,0,0,0,0,42,101,000102,2002
13,10,8,2,0,0,0,0,3,42,101,000102,2003
0,0,0,0,0,0,0,0,0,42,101,000102,2004
0,0,0,0,0,0,0,0,0,42,101,000102,2005
0,0,0,0,0,0,0,0,0,42,101,000102,2006
0,0,0,0,0,0,0,0,0,42,101,000102,2007
0,0,0,0,0,0,0,0,0,42,101,000102,2008
0,0,0,0,0,0,0,0,0,42,101,000102,3000
0,0,0,0,0,0,0,0,0,42,101,000102,3001
26,26,22,0,0,4,0,0,0,42,101,023100,1030
22,16,4,11,0,1,0,0,6,42,101,023500,1000
30,29,9,18,0,2,0,0,1,42,101,023500,1001
13,12,3,8,0,0,0,1,1,42,101,023500,1002
127,125,51,71,0,3,0,0,2,42,101,023500,1003
4,4,4,0,0,0,0,0,0,42,101,023500,1004
74,67,57,4,0,4,0,2,7,42,101,023500,1005
41,26,20,0,0,3,0,3,15,42,101,023500,1006
39,37,32,5,0,0,0,0,2,42,101,023500,1007
98,94,85,4,0,3,0,2,4,42,101,023500,1008
143,138,104,28,0,2,0,4,5,42,101,023500,1009
106,106,55,51,0,0,0,0,0,42,101,023500,1010
79,72,65,7,0,0,0,0,7,42,101,023500,1011
72,69,40,14,0,15,0,0,3,42,101,023500,1012
42,42,16,25,0,1,0,0,0,42,101,023500,1013
38,36,29,6,0,0,0,1,2,42,101,023500,1014
54,52,30,21,0,0,0,1,2,42,101,023600,1000
70,67,37,29,0,1,0,0,3,42,101,023600,1001
38,36,24,12,0,0,0,0,2,42,101,023600,1002
56,56,28,19,0,7,0,2,0,42,101,023600,1003
67,59,55,4,0,0,0,0,8,42,101,023600,1004
58,58,52,4,0,1,1,0,0,42,101,023600,1005
44,40,34,4,0,0,0,2,4,42,101,023600,1006
34,30,25,2,0,3,0,0,4,42,101,023600,1007
42,38,35,0,0,0,0,3,4,42,101,023600,1008
36,36,32,4,0,0,0,0,0,42,101,023600,1009
94,90,60,22,0,5,0,3,4,42,101,023600,1010
26,18,14,0,0,3,0,1,8,42,101,023600,1011
82,71,40,31,0,0,0,0,11,42,101,023600,1012
76,66,31,32,0,2,0,1,10,42,101,023600,1013
90,82,37,45,0,0,0,0,8,42,101,023600,1014
81,76,25,25,0,3,0,23,5,42,101,029800,3000
68,64,12,23,6,0,0,23,4,42,101,029800,2008
100,91,17,50,0,0,0,24,9,42,101,029800,2009
104,89,23,40,0,4,0,22,15,42,101,029800,2010
132,129,49,45,0,0,0,35,3,42,101,029800,3001
77,75,24,30,0,0,0,21,2,42,101,029800,3002
29,23,7,10,0,0,0,6,6,42,101,029800,3003
56,45,29,13,0,0,2,1,11,42,101,029800,3004
28,25,15,3,0,0,0,7,3,42,101,029800,3005
63,63,16,29,0,3,0,15,0,42,101,029800,3006
9,4,2,1,0,1,0,0,5,42,101,029800,3007
0,0,0,0,0,0,0,0,0,42,101,029800,3008
0,0,0,0,0,0,0,0,0,42,101,029800,3009
69,67,20,28,0,0,0,19,2,42,101,029800,3010
32,32,17,7,0,0,0,8,0,42,101,029800,3011
10,10,4,2,0,0,0,4,0,42,101,029800,4000
13,10,4,5,0,1,0,0,3,42,101,029800,4001
51,44,44,0,0,0,0,0,7,42,101,025700,1002
34,28,22,6,0,0,0,0,6,42,101,025700,1003
82,80,73,5,1,0,0,1,2,42,101,025700,1004
48,45,41,0,0,4,0,0,3,42,101,025700,1005
8,2,2,0,0,0,0,0,6,42,101,025700,1006
61,60,57,0,0,3,0,0,1,42,101,025700,1007
83,80,30,24,0,4,0,22,3,42,101,032100,3011
97,94,47,21,0,11,0,15,3,42,101,032100,3008
82,65,41,10,0,4,1,9,17,42,101,032100,3009
75,72,35,23,0,8,0,6,3,42,101,032100,3010
70,67,47,20,0,0,0,0,3,42,101,032100,3012
46,46,27,12,0,1,0,6,0,42,101,032100,3013
24,23,7,7,0,0,0,9,1,42,101,032100,3014
25,23,11,5,0,3,0,4,2,42,101,032100,3015
32,28,10,16,1,1,0,0,4,42,101,032100,3016
30,26,5,13,0,2,0,6,4,42,101,032300,1000
0,0,0,0,0,0,0,0,0,42,101,032300,1001
97,83,39,28,1,2,0,13,14,42,101,032300,1002
121,118,54,22,1,6,0,35,3,42,101,032300,1003
170,155,79,35,0,6,0,35,15,42,101,032300,1004
116,98,57,19,1,0,0,21,18,42,101,032300,1005
0,0,0,0,0,0,0,0,0,42,101,032300,1006
0,0,0,0,0,0,0,0,0,42,101,032300,1007
142,133,59,48,0,5,0,21,9,42,101,032300,2000
149,141,50,43,0,2,0,46,8,42,101,032300,2001
132,124,47,57,0,2,0,18,8,42,101,032300,2002
177,166,69,69,1,1,0,26,11,42,101,032300,2003
100,90,31,42,1,4,0,12,10,42,101,032300,2004
75,53,30,22,0,1,0,0,22,42,101,032300,2005
89,69,36,14,0,2,0,17,20,42,101,032300,2006
76,67,31,19,0,2,0,15,9,42,101,032300,2007
87,86,45,21,3,6,0,11,1,42,101,032300,2008
40,35,7,12,0,6,0,10,5,42,101,032300,2009
126,120,79,24,0,0,0,17,6,42,101,032300,3000
195,176,82,57,0,0,0,37,19,42,101,032300,3001
85,84,37,27,0,0,0,20,1,42,101,032300,3002
139,123,47,59,0,2,0,15,16,42,101,032300,3003
128,119,66,43,0,2,0,8,9,42,101,032300,3004
105,101,45,49,0,2,0,5,4,42,101,032300,3005
0,0,0,0,0,0,0,0,0,42,101,032300,3006
114,111,66,23,3,3,0,16,3,42,101,032300,3007
29,26,18,1,0,5,0,2,3,42,101,034000,1002
104,99,68,17,0,4,0,10,5,42,101,033900,2015
31,29,24,0,0,4,0,1,2,42,101,034000,1000
230,213,190,9,0,6,0,8,17,42,101,034000,1001
25,23,23,0,0,0,0,0,2,42,101,034000,1003
94,88,61,16,0,11,0,0,6,42,101,034000,1004
31,25,0,25,0,0,0,0,6,42,101,016500,1004
375,364,25,299,2,1,0,37,11,42,101,016500,1005
4,3,0,3,0,0,0,0,1,42,101,016500,1006
0,0,0,0,0,0,0,0,0,42,101,016500,1007
37,37,0,37,0,0,0,0,0,42,101,016500,1008
11,11,0,11,0,0,0,0,0,42,101,016500,1009
5,4,0,4,0,0,0,0,1,42,101,016500,1010
3,2,0,2,0,0,0,0,1,42,101,016500,1011
6,6,1,5,0,0,0,0,0,42,101,016500,1012
30,28,0,28,0,0,0,0,2,42,101,016500,1013
104,104,5,99,0,0,0,0,0,42,101,020200,4006
136,128,12,109,0,0,0,7,8,42,101,020200,4003
8,8,1,7,0,0,0,0,0,42,101,020200,4004
50,50,0,47,3,0,0,0,0,42,101,020200,4005
150,147,6,141,0,0,0,0,3,42,101,020200,4007
42,40,1,34,0,0,0,5,2,42,101,020200,4008
70,59,0,59,0,0,0,0,11,42,101,020200,4009
86,85,1,82,0,0,0,2,1,42,101,020200,4010
22,18,0,18,0,0,0,0,4,42,101,020300,1000
64,59,4,55,0,0,0,0,5,42,101,020300,1001
111,106,1,84,0,1,0,20,5,42,101,020300,1002
81,78,14,64,0,0,0,0,3,42,101,020300,1003
13,12,0,12,0,0,0,0,1,42,101,020300,1004
3,2,0,2,0,0,0,0,1,42,101,020300,1005
94,90,2,87,0,0,0,1,4,42,101,020300,1006
65,64,3,52,0,0,0,9,1,42,101,020300,1007
12,10,1,6,1,2,0,0,2,42,101,020300,1008
0,0,0,0,0,0,0,0,0,42,101,020300,1009
0,0,0,0,0,0,0,0,0,42,101,020300,1010
15,13,0,9,0,0,0,4,2,42,101,020300,1011
8,8,5,3,0,0,0,0,0,42,101,020300,1012
57,55,6,47,2,0,0,0,2,42,101,020300,1013
74,68,1,52,0,2,0,13,6,42,101,020300,1014
86,81,3,71,0,1,0,6,5,42,101,020300,1015
86,76,0,74,2,0,0,0,10,42,101,020300,1016
28,24,2,20,0,0,0,2,4,42,101,020300,1017
50,43,3,32,0,1,0,7,7,42,101,020300,1018
0,0,0,0,0,0,0,0,0,42,101,020300,1019
28,26,1,23,0,0,0,2,2,42,101,020300,1020
77,75,4,65,0,0,0,6,2,42,101,020300,1021
54,54,1,48,0,1,0,4,0,42,101,020300,1022
31,31,0,31,0,0,0,0,0,42,101,020300,1023
3,2,1,1,0,0,0,0,1,42,101,020300,1024
27,21,4,11,0,0,0,6,6,42,101,020300,2000
11,10,0,8,0,0,0,2,1,42,101,020300,2001
146,146,64,10,3,35,0,34,0,42,101,031501,3007
61,53,30,7,0,12,0,4,8,42,101,031501,3004
77,77,37,7,0,32,0,1,0,42,101,031501,3005
51,48,0,48,0,0,0,0,3,42,101,007200,1003
55,54,0,54,0,0,0,0,1,42,101,007200,1000
55,54,1,52,0,0,0,1,1,42,101,007200,1001
66,64,0,62,0,1,0,1,2,42,101,007200,1002
40,40,0,40,0,0,0,0,0,42,101,007200,1004
49,44,0,43,0,1,0,0,5,42,101,007200,1005
53,52,0,51,0,1,0,0,1,42,101,007200,1006
58,56,1,55,0,0,0,0,2,42,101,007200,1007
74,70,0,70,0,0,0,0,4,42,101,007200,1008
54,53,1,49,0,0,0,3,1,42,101,007200,1009
54,51,0,50,0,0,0,1,3,42,101,007200,1010
67,64,3,60,1,0,0,0,3,42,101,007200,1011
194,190,14,169,0,3,0,4,4,42,101,007200,2000
141,134,6,125,0,0,0,3,7,42,101,007200,2001
0,0,0,0,0,0,0,0,0,42,101,007200,2002
33,30,0,30,0,0,0,0,3,42,101,007200,2003
96,96,4,84,0,0,0,8,0,42,101,007200,2004
54,53,8,43,1,0,0,1,1,42,101,007200,2005
64,61,2,59,0,0,0,0,3,42,101,007200,2006
102,101,2,94,0,0,0,5,1,42,101,007200,3000
81,79,4,73,0,2,0,0,2,42,101,007200,3001
84,84,1,78,1,1,0,3,0,42,101,007200,3002
52,51,1,50,0,0,0,0,1,42,101,007200,3003
56,54,2,52,0,0,0,0,2,42,101,007200,3004
53,53,0,49,0,0,0,4,0,42,101,007200,3005
67,66,2,63,1,0,0,0,1,42,101,007200,4000
38,34,0,32,0,2,0,0,4,42,101,007200,4001
97,95,0,92,0,0,0,3,2,42,101,007200,4002
101,99,0,97,0,2,0,0,2,42,101,007200,4003
113,112,3,105,0,4,0,0,1,42,101,007200,4004
74,74,4,69,0,0,0,1,0,42,101,007200,4005
87,82,1,81,0,0,0,0,5,42,101,007200,5000
120,118,0,118,0,0,0,0,2,42,101,007200,5001
96,93,0,93,0,0,0,0,3,42,101,007200,5002
96,94,0,94,0,0,0,0,2,42,101,007200,5003
33,29,15,0,0,7,0,7,4,42,101,016100,3003
79,69,24,9,0,18,0,18,10,42,101,016100,3000
46,43,30,4,0,0,1,8,3,42,101,016100,3001
90,82,39,17,0,14,0,12,8,42,101,016100,3002
52,42,26,1,0,13,0,2,10,42,101,016100,3004
45,38,25,3,0,8,0,2,7,42,101,016100,3005
79,78,41,5,1,24,0,7,1,42,101,016100,3006
101,98,27,4,0,59,0,8,3,42,101,016100,3007
110,102,77,4,0,2,0,19,8,42,101,016100,3008
134,126,90,11,0,16,0,9,8,42,101,016100,3009
60,57,31,5,0,14,0,7,3,42,101,016100,3010
93,88,21,11,0,30,0,26,5,42,101,016100,4000
59,58,15,4,0,30,0,9,1,42,101,016100,4001
0,0,0,0,0,0,0,0,0,42,101,029800,4002
0,0,0,0,0,0,0,0,0,42,101,029800,4003
94,90,19,41,0,4,0,26,4,42,101,029800,4004
55,39,11,9,0,3,0,16,16,42,101,029800,4005
44,38,16,14,1,0,0,7,6,42,101,029800,4006
81,79,32,18,0,8,0,21,2,42,101,029800,4007
30,27,3,10,0,3,0,11,3,42,101,029800,4008
61,59,44,5,0,1,1,8,2,42,101,029800,4009
40,35,6,16,0,0,0,13,5,42,101,029800,4010
67,59,12,30,8,0,0,9,8,42,101,029800,4011
52,49,16,21,0,0,0,12,3,42,101,029800,4012
71,70,24,23,0,5,0,18,1,42,101,029800,4013
0,0,0,0,0,0,0,0,0,42,101,029800,4014
0,0,0,0,0,0,0,0,0,42,101,029800,4015
66,63,25,17,0,5,0,16,3,42,101,029800,4016
0,0,0,0,0,0,0,0,0,42,101,029800,4017
0,0,0,0,0,0,0,0,0,42,101,029800,4018
86,77,33,34,0,5,0,5,9,42,101,029800,4019
123,105,27,26,0,24,2,26,18,42,101,031401,1015
77,68,14,7,1,25,0,21,9,42,101,031401,1012
135,114,30,30,0,16,0,38,21,42,101,031401,1013
109,93,25,22,3,22,0,21,16,42,101,031401,1014
129,115,26,33,0,39,0,17,14,42,101,031401,1016
125,103,26,16,3,25,0,33,22,42,101,031401,1017
0,0,0,0,0,0,0,0,0,42,101,031401,2000
142,131,34,25,0,37,0,35,11,42,101,031401,2001
131,113,30,27,1,24,0,31,18,42,101,031401,2002
131,101,28,17,0,36,0,20,30,42,101,031401,2003
94,76,38,8,0,22,0,8,18,42,101,031401,2004
95,82,28,9,0,30,0,15,13,42,101,031401,2005
100,93,17,2,1,62,0,11,7,42,101,031401,2006
131,116,23,26,0,53,0,14,15,42,101,031401,2007
121,89,25,19,0,41,0,4,32,42,101,031401,2008
139,117,35,14,0,50,0,18,22,42,101,031401,2009
110,102,25,13,6,41,0,17,8,42,101,031401,2010
75,72,23,10,0,26,0,13,3,42,101,031401,3000
168,157,41,42,0,39,0,35,11,42,101,031401,3001
179,168,38,27,1,58,0,44,11,42,101,031401,3002
125,108,38,15,0,31,0,24,17,42,101,031401,3003
137,134,31,19,0,50,0,34,3,42,101,031401,3004
138,115,29,11,0,33,1,41,23,42,101,031401,3005
138,118,38,9,0,48,0,23,20,42,101,031401,3006
81,62,11,12,0,5,0,34,19,42,101,031401,3007
180,154,24,37,3,59,0,31,26,42,101,031401,3008
164,131,36,14,0,55,0,26,33,42,101,031401,3009
137,131,35,30,2,24,0,40,6,42,101,031401,3010
161,148,37,30,2,41,0,38,13,42,101,031401,3011
160,148,136,2,0,9,0,1,12,42,101,034000,1005
111,98,91,3,0,1,0,3,13,42,101,034000,1006
0,0,0,0,0,0,0,0,0,42,101,034000,1007
31,30,26,4,0,0,0,0,1,42,101,034000,1008
39,35,31,4,0,0,0,0,4,42,101,034000,1009
130,122,102,9,2,5,0,4,8,42,101,034000,1010
33,30,30,0,0,0,0,0,3,42,101,034000,2000
81,75,62,0,0,8,0,5,6,42,101,034000,2001
88,85,72,2,0,4,0,7,3,42,101,034000,2002
67,66,44,3,0,16,0,3,1,42,101,034000,2003
46,43,32,8,0,0,0,3,3,42,101,034000,2004
263,248,142,25,0,51,0,30,15,42,101,034000,2005
82,80,23,13,0,44,0,0,2,42,101,034000,2006
87,86,55,9,0,4,0,18,1,42,101,034000,2007
57,54,49,0,0,1,0,4,3,42,101,034000,2008
39,33,23,6,0,0,0,4,6,42,101,034000,2009
47,46,38,0,0,6,0,2,1,42,101,034000,2010
45,43,30,1,0,8,0,4,2,42,101,034000,3000
53,51,38,4,0,4,0,5,2,42,101,034000,3001
48,43,35,6,0,1,0,1,5,42,101,034000,3002
48,46,39,3,0,0,0,4,2,42,101,034000,3003
59,54,49,2,0,3,0,0,5,42,101,034000,3004
59,56,38,9,0,4,0,5,3,42,101,034000,3005
53,49,38,0,0,7,0,4,4,42,101,034000,3006
53,51,45,0,0,4,0,2,2,42,101,034000,3007
63,57,53,2,0,2,0,0,6,42,101,034000,3008
24,22,20,2,0,0,0,0,2,42,101,034000,3009
